,user_id,activity,week,week_start_date,total_peaks,total_steps,total_duration_sec,num_cycles,IPI_left_mean_sec,IPI_left_std_sec,cadence_left_steps_min,gait_index_left_pct,left_peaks,IPI_right_mean_sec,IPI_right_std_sec,cadence_right_steps_min,gait_index_right_pct,right_peaks,GSI_pct,symmetry_ratio,GA_signed_pct,cadence_total_steps_min,composite_score,user_group,best_activity,composite_score_norm,GSI_pct_norm,symmetry_ratio_norm,cadence_total_steps_min_norm,gait_index_left_pct_norm,gait_index_right_pct_norm,total_duration_sec_norm,total_peaks_norm,composite_score_overall,perf_change_pct_STS,perf_change_pct_TUG,perf_change_pct_W,perf_change_pct_overall,percentile_rank_absolute,percentile_rank_improvement
312,7,W,1,2026-02-20,198,0,110.2446265,0,1.125130710455066,0.2179066273982549,53.88533227795475,19.39879742908812,149,1.145232076482253,0.227652343149021,54.83821521750591,19.883960794877936,148,3.2321799462972667,0.9681922425164032,3.2321799462972667,107.7706645559095,58.61060471959922,improving,STS,0.5851027285130335,0.1710453777864239,0.5599184123787668,0.6363001619509306,0.1502379822371558,0.2855079143996793,0.761354780312359,0.8016877637130801,49.35515911329164,0.0,0.0,0.0,0.0,25.0,91.66666666666666
313,7,W,2,2026-02-27,197,0,109.11723694488484,0,1.1876476817380184,0.2802471158415978,53.673928018950505,24.10273541144313,154,1.0933436020719336,0.2016286853360384,57.701486776100566,18.10444238498623,150,3.139557381792165,0.9801788842557716,3.127006797896526,113.3849659167187,58.53638663350654,improving,STS,0.5842965095530748,0.1661424566421422,0.5877418001707708,0.7469263699814154,0.2332674671317748,0.2366526733245636,0.7523730525976701,0.7974683544303798,49.09755325792625,-2.0857731328301816,-0.1728311912137006,-0.1266291082437284,-0.5219431159649853,25.0,91.66666666666666
314,7,W,3,2026-03-06,189,0,102.58355748039288,0,1.0891962297694064,0.2687508017024147,54.59063939900373,24.558384091334027,140,1.0732095165394968,0.2195238092952974,54.78093596224033,19.00636793033391,144,3.254396552972196,0.9870410106862868,3.119141228014918,108.09258210184652,57.62425087215459,improving,STS,0.5743881275996534,0.1722214008344005,0.6036701651711953,0.6426433407574844,0.2413101486735313,0.2614143109141672,0.7003202997059449,0.7637130801687764,48.42086681347987,4.175544683576278,-4.92310098007099,-1.682893142228234,-1.8929982530644145,25.0,91.66666666666666
315,7,W,4,2026-03-13,197,0,108.07243850173676,0,1.078188971956071,0.2651002086323921,55.749573487946016,24.704017363038083,144,1.0678168487078343,0.2444611222886832,54.812850581625526,21.667318355103497,140,3.0743685334397157,1.0078629944237136,3.1350893312578343,111.30653749551487,56.55925352547416,improving,STS,0.5628192351853823,0.1626917231770697,0.6520021451137075,0.7059722707758418,0.243880730083929,0.3344685562472969,0.7440493147286171,0.7974683544303798,48.15165976934316,3.5293003198618127,-4.200106146661453,-3.499965925857604,-2.4384468930308234,25.0,91.66666666666666
316,7,W,5,2026-03-20,185,0,104.83227313159446,0,1.1458571206851338,0.2977762789316893,52.194960989103805,24.988530872511447,143,1.1268475217718092,0.2219393421047395,54.46112366962284,19.110736561280092,138,3.03534694426024,0.998120673783404,3.105838464222498,110.37900168074928,58.39497048938311,improving,STS,0.5827603290526214,0.1606261382335543,0.6293882745181505,0.6876957723469802,0.2489026947071333,0.2642796674045595,0.7182354485515353,0.7468354430379747,49.92913538173325,5.068956515164856,0.8130094144201979,-0.3679099221851405,1.1629509027092504,25.0,91.66666666666666
317,7,W,6,2026-03-27,183,0,102.51107125760691,0,1.1329493226804537,0.2521747320533404,55.22903097283076,21.200846321405443,134,1.0962303073003514,0.244536720517618,55.93503287925952,21.622998539329902,137,3.056716774130885,0.992406724520656,3.0564112711601847,111.22304522237675,57.70553794373477,improving,STS,0.575271135795602,0.1617573376478905,0.6161250578793214,0.7043271090747634,0.1820460528038339,0.3332517914911766,0.6997428138554013,0.7383966244725738,51.26712328002225,17.535731804654766,2.711080630635791,-1.5442031014599022,3.873889176087576,25.0,91.66666666666666
318,7,W,7,2026-04-03,183,0,102.67942587967728,0,1.0334564362822467,0.2323159494284361,56.63200323774879,21.406139575985662,137,1.1058441384249578,0.2381768801715443,54.02904994277185,21.010553468139825,138,3.0404542525796963,1.058848935372798,3.1332269799332133,116.12969495135904,62.98022113136543,improving,STS,0.6325691586566624,0.1608964906048541,0.7703506899198311,0.8010094954960152,0.1856696960670051,0.3164376065791595,0.7010840675224098,0.7383966244725738,52.88777017285114,30.50662503213124,-4.010525418213981,7.455334120285939,7.157531498278863,25.0,91.66666666666666
319,7,W,8,2026-04-10,183,0,100.8381637563869,0,1.0682083639612048,0.2057996463966843,56.60912811959225,18.43643392981704,142,1.0726647847529351,0.2116400084015155,55.49378832725112,19.275223714577564,141,2.861860070066018,1.082089315443966,2.976514681381098,114.56570819502362,68.56718894800827,improving,STS,0.6932594784909815,0.1514427122694056,0.8242962504207278,0.770192139400555,0.1332512477339392,0.2687955293835296,0.6864150341188896,0.7383966244725738,53.67693799037044,16.272650594251353,-2.6529976638013597,16.987683843295322,8.756488591513664,25.0,91.66666666666666
320,7,W,9,2026-04-17,181,0,97.3760318679252,0,1.0613075706964272,0.2670643153023967,60.21535359492618,24.11239913253588,135,1.0549081451309887,0.2205529166170112,56.98438380690539,19.319289621487343,136,2.980856552898045,1.0503232975150856,2.8295285833461503,116.140296499862,62.5374500831614,improving,STS,0.6277594090016114,0.1577417213163874,0.7505609828903609,0.8012183922108088,0.2334380420389069,0.2700053232768121,0.6588327970887369,0.729957805907173,53.09282726588191,38.91362008454135,-6.19482256615098,6.699888838118493,7.573003956912967,25.0,91.66666666666666
321,7,W,10,2026-04-24,174,0,94.82772601607692,0,1.050517825947641,0.2201235800238249,57.05697481496794,19.980389756215704,133,1.0847640730181287,0.2467821052420936,54.86361459749503,21.004793858697592,132,2.9546567659479117,1.059348649359566,2.918329805017777,119.3673245408566,64.04607706713811,improving,STS,0.6441473777841572,0.1563548509560185,0.7715106258169119,0.8648049103616305,0.1605037024743707,0.3162794811525077,0.6385308622418137,0.70042194092827,53.19599416815314,38.6555734719422,-8.039780483199307,9.273871807914112,7.7820335783845955,25.0,91.66666666666666
322,7,W,11,2026-05-01,172,0,97.66580335814348,0,1.090458421041164,0.2652492289094683,57.82019480675071,23.18833059714916,129,1.0433082355203536,0.2544251834731593,55.48685775731073,22.441145127163807,129,2.799846308512186,1.0317473625311666,2.8958978419061903,118.99132324967846,58.8494274813051,improving,STS,0.5876970212076269,0.1481600501623552,0.7074425303750805,0.8573960460373955,0.2171272541866249,0.3557133454493854,0.6611413590341723,0.6919831223628692,52.636758619695776,42.76019815020715,-4.18564828151426,0.4074736352720386,6.648949300054794,25.0,91.66666666666666
323,7,W,12,2026-05-08,171,0,98.65097540654196,0,1.0562066795763545,0.2548414176270529,57.67127021859622,22.48598567243115,133,1.1058398165817251,0.2379538993424952,53.0062675337755,20.69170450640304,126,2.943860740523041,1.1403825438024473,2.8973944507688745,121.9953979764017,68.61553389484877,improving,STS,0.6937846417606504,0.1557833696802341,0.9596064677052684,0.9165894121038206,0.2047301227753619,0.3076838657886111,0.6689900631938747,0.6877637130801688,55.86452643353459,39.3285957477542,-2.722031122579207,17.070168825444522,13.188828558532476,25.0,91.66666666666666
